Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2008,Jul-Dec 2008,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Cattle",-,-,4,Animal,2,0,0,2,-
2008,Jul-Dec 2008,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,34,0,0,34,-
2008,Jul-Dec 2008,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,50,Animal,1,0,0,1,-
2008,Jul-Dec 2008,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1,Animal,1,0,0,0,0
2008,Jul-Dec 2008,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,10,0,0,10,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4253,Animal,1514,2739,0,1514,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,3,2,0,1,-
2008,Jul-Dec 2008,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Katsina","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,110,Animal,31,79,0,31,-
2008,Jul-Dec 2008,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,25,Animal,1,0,0,1,-
2008,Jul-Dec 2008,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,-
2008,Jul-Dec 2008,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2008,Jul-Dec 2008,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,8
2009,Jan-Jun 2009,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,5,Animal,2,0,0,2,6
2009,Jan-Jun 2009,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,4
2009,Jan-Jun 2009,Africa,Nigeria,"Edo","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Edo","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,0,0,2,5
2009,Jan-Jun 2009,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,2,0,0,2,15
2009,Jan-Jun 2009,Africa,Nigeria,"Federal Capital Territory","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Federal Capital Territory","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,3615,Animal,5,0,0,2,-
2009,Jan-Jun 2009,Africa,Nigeria,"Jigawa","Rabies virus (Inf. with)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Jigawa","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,6,3,0,3,359
2009,Jan-Jun 2009,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,18
2009,Jan-Jun 2009,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,132,Animal,42,0,3,0,-
2009,Jan-Jun 2009,Africa,Nigeria,"Ondo","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2009,Jan-Jun 2009,Africa,Nigeria,"Ondo","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,2,0,0,2,115
2009,Jul-Dec 2009,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,97,Animal,14,6,0,3,-
2009,Jul-Dec 2009,Africa,Nigeria,"Bauchi","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Bauchi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,70,Animal,22,0,4,1,0
2009,Jul-Dec 2009,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,1,0,0,-
2009,Jul-Dec 2009,Africa,Nigeria,"Federal Capital Territory","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Federal Capital Territory","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,123,Animal,23,0,0,0,-
2009,Jul-Dec 2009,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,464,Animal,27,6,0,5,-
2009,Jul-Dec 2009,Africa,Nigeria,"Nasarawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Nasarawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,320,Animal,250,189,22,211,-
2009,Jul-Dec 2009,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Plateau","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2009,Jul-Dec 2009,Africa,Nigeria,"Plateau","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,-,Animal,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,1,Animal,1,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,-,Animal,1,0,0,1,-
2010,Jan-Jun 2010,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,-
2010,Jan-Jun 2010,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,4,-,-,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,120,Animal,35,0,6,5,-
2010,Jan-Jun 2010,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jan-Jun 2010,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,1,0,0,1,-
2010,Jul-Dec 2010,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jul-Dec 2010,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2010,Jul-Dec 2010,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jul-Dec 2010,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,45,Animal,35,0,0,10,-
2010,Jul-Dec 2010,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2010,Jul-Dec 2010,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2011,Jan-Jun 2011,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2011,Jan-Jun 2011,Africa,Nigeria,"Cross River","Rabies virus (Inf. with)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Cross River","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,5,Animal,5,3,0,2,0
2011,Jan-Jun 2011,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2011,Jan-Jun 2011,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,152,Animal,8,4,0,4,0
2011,Jan-Jun 2011,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","",Domestic,-,"Cattle",-,-,20,Animal,1,0,0,1,0
2011,Jan-Jun 2011,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,30,Animal,7,0,0,0,-
2011,Jan-Jun 2011,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2011,Jan-Jun 2011,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,1,0,0,0
2012,Jan-Jun 2012,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jan-Jun 2012,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,1,0,0,0
2012,Jan-Jun 2012,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jan-Jun 2012,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,100,Animal,1,1,0,0,0
2012,Jan-Jun 2012,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2012,Jan-Jun 2012,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,2,Animal,2,2,0,0,0
2012,Jan-Jun 2012,Africa,Nigeria,"Kogi","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jan-Jun 2012,Africa,Nigeria,"Kogi","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,30,Animal,1,1,0,0,0
2012,Jan-Jun 2012,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jan-Jun 2012,Africa,Nigeria,"Taraba","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,1,Animal,1,1,0,0,0
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,1575,Animal,1575,125,0,78,0
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","not typed",Domestic,-,"Cattle",-,-,-,Animal,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV;not typed",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV;not typed",Domestic,-,"Cattle",-,-,31,Animal,6,0,4,2,0
2012,Jul-Dec 2012,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV;not typed",Domestic,-,"Dogs",-,-,-,Animal,1,1,0,0,-
2012,Jul-Dec 2012,Africa,Nigeria,"Cross River","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Cross River","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,-,Animal,3,0,0,3,0
2012,Jul-Dec 2012,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,1500,Animal,2,0,0,2,0
2012,Jul-Dec 2012,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,12,Animal,1,0,0,1,0
2012,Jul-Dec 2012,Africa,Nigeria,"Kogi","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Kogi","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,500,Animal,70,0,0,6,0
2012,Jul-Dec 2012,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,400,Animal,10,0,0,2,-
2012,Jul-Dec 2012,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,4,Animal,1,0,0,1,0
2012,Jul-Dec 2012,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2012,Jul-Dec 2012,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,4,Animal,2,2,0,0,0
2013,Jan-Jun 2013,Africa,Nigeria,"Anambra","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Anambra","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,5,Animal,3,0,0,3,2
2013,Jan-Jun 2013,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","not typed",Domestic,-,"Cattle",-,-,-,Animal,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,-,Animal,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,250,Animal,1,0,0,1,0
2013,Jan-Jun 2013,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Swine",-,-,3,Animal,3,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Dogs",-,-,2,Animal,2,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Goats",-,-,-,Animal,2,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,1,Animal,1,0,0,1,0
2013,Jan-Jun 2013,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,130,Animal,5,0,0,5,0
2013,Jan-Jun 2013,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,299,Animal,54,0,6,0,-
2013,Jan-Jun 2013,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,14,Animal,2,0,0,2,122
2013,Jan-Jun 2013,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,12,-,-,-,-,-,-,-
2013,Jan-Jun 2013,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,1083,Animal,13,0,12,6,87
2013,Jul-Dec 2013,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2013,Jul-Dec 2013,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,50,Animal,2,1,0,1,0
2013,Jul-Dec 2013,Africa,Nigeria,"Niger","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2013,Jul-Dec 2013,Africa,Nigeria,"Niger","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,22,Animal,3,0,0,3,0
2013,Jul-Dec 2013,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2013,Jul-Dec 2013,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,31,Animal,10,0,0,0,-
2013,Jul-Dec 2013,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Both animal categories,-,"",-,10,-,-,-,-,-,-,-
2013,Jul-Dec 2013,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","not typed",Domestic,-,"Dogs",-,-,273,Animal,10,0,0,10,166
2014,Jan-Jun 2014,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2014,Jan-Jun 2014,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,94,Animal,34,0,0,0,-
2014,Jan-Jun 2014,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2014,Jan-Jun 2014,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,4,Animal,1,0,0,1,6
2014,Jan-Jun 2014,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2014,Jan-Jun 2014,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,4,Animal,5,0,0,5,159
2014,Jul-Dec 2014,Africa,Nigeria,"Nigeria","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5 (N untyped)",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2014,Jul-Dec 2014,Africa,Nigeria,"Nigeria","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5 (N untyped)",Domestic,-,"Birds",-,-,50000,Animal,3300,0,0,3300,0
2014,Jul-Dec 2014,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2014,Jul-Dec 2014,Africa,Nigeria,"Osun","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,3,Animal,2,0,0,2,0
2014,Jul-Dec 2014,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2014,Jul-Dec 2014,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","",Domestic,-,"Dogs",-,-,10,Animal,1,0,0,1,0
2015,Jan-Jun 2015,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,9688,Animal,548,8507,0,548,-
2015,Jan-Jun 2015,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1950,Animal,1550,400,0,1550,-
2015,Jan-Jun 2015,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,410,Animal,200,0,0,200,-
2015,Jan-Jun 2015,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1550,Animal,183,1096,0,183,-
2015,Jan-Jun 2015,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,5970,Animal,1315,665,0,715,-
2015,Jan-Jun 2015,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Both animal categories,-,"",-,29,-,-,-,-,-,-,-
2015,Jan-Jun 2015,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,143723,Animal,10071,75804,258,8245,-
